Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume
2000-01-03,BAJAUTOFIN,EQ,46.95,49.45,50.75,46.5,50.75,50.75,50.05,7600
2000-01-04,BAJAUTOFIN,EQ,50.75,53.2,53.2,47.9,48.0,48.1,48.56,5000
2000-01-05,BAJAUTOFIN,EQ,48.1,46.55,47.4,44.6,44.6,44.6,45.47,3500
2000-01-06,BAJAUTOFIN,EQ,44.6,43.5,46.0,42.1,46.0,45.25,44.43,6200
2000-01-07,BAJAUTOFIN,EQ,45.25,48.0,48.0,42.0,42.9,42.9,44.44,3500
2000-01-10,BAJAUTOFIN,EQ,42.9,42.05,44.9,41.0,43.0,42.9,42.47,4700
2000-01-11,BAJAUTOFIN,EQ,42.9,42.0,42.0,39.5,40.25,40.1,40.25,5500
2000-01-12,BAJAUTOFIN,EQ,40.1,40.0,40.0,39.0,39.0,39.0,39.8,1000
2000-01-13,BAJAUTOFIN,EQ,39.0,40.0,41.0,38.5,39.5,39.5,39.37,1000
2000-01-14,BAJAUTOFIN,EQ,39.5,39.0,40.5,39.0,39.9,39.9,39.72,1700
2000-01-17,BAJAUTOFIN,EQ,39.9,39.05,41.0,38.4,39.2,39.2,39.84,3100
2000-01-18,BAJAUTOFIN,EQ,39.2,39.5,40.0,38.05,38.3,38.3,39.2,3000
2000-01-19,BAJAUTOFIN,EQ,38.3,40.9,41.4,39.25,41.4,41.4,40.57,4500
2000-01-20,BAJAUTOFIN,EQ,41.4,42.0,44.5,42.0,43.0,43.0,43.68,6400
2000-01-21,BAJAUTOFIN,EQ,43.0,46.4,46.4,42.0,42.95,42.95,42.63,3100
2000-01-24,BAJAUTOFIN,EQ,42.95,42.5,43.0,40.05,40.05,40.05,41.3,3100
2000-01-25,BAJAUTOFIN,EQ,40.05,39.2,40.0,36.85,38.6,37.7,38.41,6400
2000-01-27,BAJAUTOFIN,EQ,37.7,38.9,40.7,37.55,39.0,39.0,39.38,7600
2000-01-28,BAJAUTOFIN,EQ,39.0,40.0,40.0,38.05,38.15,38.65,38.55,3700
2000-01-31,BAJAUTOFIN,EQ,38.65,38.0,38.0,37.0,37.0,37.05,37.25,3500
2000-02-01,BAJAUTOFIN,EQ,37.05,37.0,38.4,36.0,36.0,36.05,36.71,6300
2000-02-02,BAJAUTOFIN,EQ,36.05,35.0,37.75,35.0,37.7,37.7,36.01,4000
2000-02-03,BAJAUTOFIN,EQ,37.7,37.9,40.0,36.55,37.2,37.2,37.66,4800
2000-02-04,BAJAUTOFIN,EQ,37.2,37.8,38.35,37.1,38.35,37.95,37.69,3000
2000-02-07,BAJAUTOFIN,EQ,37.95,37.35,40.2,37.35,38.25,38.75,39.09,5400
2000-02-08,BAJAUTOFIN,EQ,38.75,39.9,41.7,38.0,39.5,38.7,38.48,5100
2000-02-09,BAJAUTOFIN,EQ,38.7,41.6,41.8,40.9,41.8,41.8,41.67,7100
2000-02-10,BAJAUTOFIN,EQ,41.8,45.15,45.15,42.65,45.15,45.15,43.91,13200
2000-02-11,BAJAUTOFIN,EQ,45.15,48.8,48.8,48.0,48.8,48.8,48.73,10700
2000-02-14,BAJAUTOFIN,EQ,48.8,50.75,50.75,44.9,44.9,44.9,47.09,4800
2000-02-15,BAJAUTOFIN,EQ,44.9,42.05,43.0,41.35,41.35,41.35,41.69,6200
2000-02-16,BAJAUTOFIN,EQ,41.35,38.3,41.5,38.3,39.95,39.7,40.54,6000
2000-02-17,BAJAUTOFIN,EQ,39.7,38.7,42.8,38.7,41.7,41.4,40.69,4600
2000-02-18,BAJAUTOFIN,EQ,41.4,40.0,41.85,39.5,41.0,40.8,40.5,4200
2000-02-21,BAJAUTOFIN,EQ,40.8,39.0,41.5,38.1,39.5,40.0,39.67,7300
2000-02-22,BAJAUTOFIN,EQ,40.0,40.1,41.0,38.15,38.15,38.2,39.31,9500
2000-02-23,BAJAUTOFIN,EQ,38.2,40.0,41.25,38.45,40.25,40.2,40.18,5900
2000-02-24,BAJAUTOFIN,EQ,40.2,40.0,43.45,38.9,41.05,42.6,40.88,8500
2000-02-25,BAJAUTOFIN,EQ,42.6,44.5,44.95,40.0,40.25,40.65,41.46,6200
2000-02-28,BAJAUTOFIN,EQ,40.65,40.0,40.9,39.0,40.85,40.85,39.74,6300
2000-02-29,BAJAUTOFIN,EQ,40.85,41.0,41.35,37.6,37.6,38.2,39.6,6400
2000-03-01,BAJAUTOFIN,EQ,38.2,39.9,41.0,39.0,39.35,39.85,40.38,3700
2000-03-02,BAJAUTOFIN,EQ,39.85,39.0,40.0,38.15,38.25,38.25,38.68,3900
2000-03-03,BAJAUTOFIN,EQ,38.25,35.25,37.4,35.25,37.0,37.0,36.39,5600
2000-03-06,BAJAUTOFIN,EQ,37.0,36.05,37.95,34.25,34.35,34.35,35.42,4400
2000-03-07,BAJAUTOFIN,EQ,34.35,34.0,35.45,32.45,33.6,33.65,33.78,6300
2000-03-08,BAJAUTOFIN,EQ,33.65,33.5,36.25,33.5,36.25,36.0,34.96,3300
2000-03-09,BAJAUTOFIN,EQ,36.0,37.0,37.9,33.5,34.0,34.0,34.66,7100
2000-03-10,BAJAUTOFIN,EQ,34.0,33.5,35.9,33.5,35.9,35.85,34.8,2100
2000-03-13,BAJAUTOFIN,EQ,35.85,34.1,35.95,34.05,35.45,35.45,34.81,1600
2000-03-14,BAJAUTOFIN,EQ,35.45,33.1,34.75,32.65,32.65,33.15,33.41,4400
2000-03-15,BAJAUTOFIN,EQ,33.15,35.25,35.8,34.25,35.8,35.8,35.13,2700
2000-03-16,BAJAUTOFIN,EQ,35.8,38.45,38.55,35.85,38.5,38.5,37.68,6100
2000-03-21,BAJAUTOFIN,EQ,38.5,38.0,38.0,35.45,35.45,35.45,35.94,6000
