"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Apr-2022","EQ","4,425.00","4,443.15","4,335.10","4,402.05","4,375.00","4,379.70","4,373.17","5,425.10","3,480.05",348173,"1,522,620,096.20",39151
"31-Mar-2022","EQ","4,530.00","4,553.55","4,390.65","4,538.60","4,424.00","4,402.05","4,451.56","5,425.10","3,480.05",611205,"2,720,813,197.20",54667
"30-Mar-2022","EQ","4,578.00","4,625.00","4,505.95","4,561.60","4,520.05","4,538.60","4,580.64","5,425.10","3,480.05",360504,"1,651,337,930.55",40651
"29-Mar-2022","EQ","4,410.00","4,578.65","4,410.00","4,416.55","4,559.95","4,561.60","4,537.92","5,425.10","3,480.05",589480,"2,675,013,873.15",50016
"28-Mar-2022","EQ","4,433.00","4,458.95","4,374.50","4,454.15","4,405.55","4,416.55","4,410.26","5,425.10","3,480.05",316896,"1,397,594,938.05",29161
"25-Mar-2022","EQ","4,502.00","4,520.00","4,420.00","4,494.65","4,464.90","4,454.15","4,459.96","5,425.10","3,350.55",270912,"1,208,257,724.20",26141
"24-Mar-2022","EQ","4,544.00","4,549.95","4,466.75","4,553.55","4,489.00","4,494.65","4,514.87","5,425.10","3,350.55",467266,"2,109,643,967.00",44876
"23-Mar-2022","EQ","4,465.00","4,573.85","4,460.25","4,448.55","4,560.00","4,553.55","4,542.42","5,425.10","3,350.55",574783,"2,610,905,827.15",48508
"22-Mar-2022","EQ","4,456.25","4,493.75","4,410.00","4,456.25","4,458.15","4,448.55","4,451.68","5,425.10","3,350.55",292831,"1,303,588,894.45",34378
"21-Mar-2022","EQ","4,525.00","4,542.45","4,427.50","4,504.35","4,453.05","4,456.25","4,483.77","5,425.10","3,350.55",356749,"1,599,580,750.50",36107
"17-Mar-2022","EQ","4,439.95","4,519.90","4,431.35","4,402.25","4,512.95","4,504.35","4,484.51","5,425.10","3,153.30",438327,"1,965,683,943.45",36590
"16-Mar-2022","EQ","4,422.00","4,457.20","4,370.00","4,386.25","4,404.00","4,402.25","4,410.50","5,425.10","3,153.30",227588,"1,003,777,734.15",28149
"15-Mar-2022","EQ","4,365.10","4,478.20","4,365.10","4,393.80","4,382.00","4,386.25","4,418.20","5,425.10","3,153.30",403394,"1,782,276,444.40",35910
"14-Mar-2022","EQ","4,340.00","4,404.50","4,325.10","4,339.40","4,385.50","4,393.80","4,378.09","5,425.10","3,153.30",492612,"2,156,698,865.80",38826
"11-Mar-2022","EQ","4,298.00","4,353.00","4,250.00","4,300.90","4,344.50","4,339.40","4,313.25","5,425.10","3,153.30",352915,"1,522,210,845.90",37081
