"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Apr-2022","EQ","491.00","509.75","491.00","493.55","508.00","508.20","503.37","549.00","321.30",18527226,"9,326,126,941.05",197319
"31-Mar-2022","EQ","494.30","497.55","492.20","494.30","493.30","493.55","494.45","549.00","321.30",10240982,"5,063,610,021.25",124653
"30-Mar-2022","EQ","499.30","500.40","492.30","495.00","493.00","494.30","496.58","549.00","321.30",16461225,"8,174,331,159.80",196570
"29-Mar-2022","EQ","500.00","501.40","491.70","497.50","495.50","495.00","496.03","549.00","321.30",14301429,"7,093,976,888.55",149505
"28-Mar-2022","EQ","490.95","498.60","481.95","490.70","497.75","497.50","491.67","549.00","321.30",16738684,"8,229,888,608.85",201945
"25-Mar-2022","EQ","491.75","493.30","486.60","487.10","491.80","490.70","490.04","549.00","321.30",11541196,"5,655,597,136.55",145141
"24-Mar-2022","EQ","485.00","494.80","483.50","490.65","486.90","487.10","489.44","549.00","321.30",18174877,"8,895,507,386.05",191083
"23-Mar-2022","EQ","498.50","502.40","489.20","493.70","489.95","490.65","495.13","549.00","321.30",15800195,"7,823,206,413.75",168550
"22-Mar-2022","EQ","490.60","495.80","477.25","490.60","495.10","493.70","486.29","549.00","321.30",26157969,"12,720,246,447.95",264129
"21-Mar-2022","EQ","502.00","502.00","489.00","501.90","490.25","490.60","493.32","549.00","321.30",19064060,"9,404,735,444.25",224101
"17-Mar-2022","EQ","499.00","503.50","498.30","492.75","501.00","501.90","501.29","549.00","321.30",22947673,"11,503,533,276.50",221065
"16-Mar-2022","EQ","493.00","494.30","489.40","485.85","491.95","492.75","492.21","549.00","321.30",16211288,"7,979,296,625.65",172261
"15-Mar-2022","EQ","489.00","490.50","480.65","485.15","485.00","485.85","485.62","549.00","321.30",27204899,"13,211,211,846.75",300344
"14-Mar-2022","EQ","471.00","486.00","470.55","470.35","485.50","485.15","480.43","549.00","321.30",27750689,"13,332,216,131.55",275270
"11-Mar-2022","EQ","466.40","474.80","462.00","468.70","470.85","470.35","470.21","549.00","321.30",22091309,"10,387,624,187.45",219456
"10-Mar-2022","EQ","469.90","476.65","461.65","451.70","467.40","468.70","469.95","549.00","321.30",34553299,"16,238,198,015.45",328612
"09-Mar-2022","EQ","442.00","454.30","438.55","440.30","452.30","451.70","445.45","549.00","321.30",32331325,"14,402,086,959.40",347913
"08-Mar-2022","EQ","438.00","442.10","425.00","440.30","440.00","440.30","434.44","549.00","321.30",42510207,"18,468,217,945.75",431966
"07-Mar-2022","EQ","447.50","453.95","433.45","461.95","441.15","440.30","439.85","549.00","321.30",33720472,"14,832,043,226.30",474609
"04-Mar-2022","EQ","460.30","470.90","457.65","467.40","462.45","461.95","464.01","549.00","321.30",20684268,"9,597,616,194.80",271479
"03-Mar-2022","EQ","480.00","483.40","464.60","474.25","466.65","467.40","470.45","549.00","321.30",20358590,"9,577,747,166.60",255355
"02-Mar-2022","EQ","478.00","479.80","467.00","483.20","475.00","474.25","473.10","549.00","321.30",22003848,"10,409,916,776.85",319620
"28-Feb-2022","EQ","476.90","485.30","473.10","482.95","483.70","483.20","479.74","549.00","321.30",18069367,"8,668,636,657.30",240076
"25-Feb-2022","EQ","480.00","491.90","479.30","472.65","483.75","482.95","485.29","549.00","321.30",21792287,"10,575,686,869.05",245306
"24-Feb-2022","EQ","480.00","487.95","468.00","498.70","470.85","472.65","479.75","549.00","321.30",32356037,"15,522,908,575.30",430597
"23-Feb-2022","EQ","503.00","505.35","497.25","498.40","498.15","498.70","501.32","549.00","321.30",13899433,"6,968,058,858.15",174252
"22-Feb-2022","EQ","500.90","505.30","495.50","511.85","497.90","498.40","500.10","549.00","321.30",27108772,"13,557,096,740.05",285946
"21-Feb-2022","EQ","511.55","517.50","504.65","515.30","511.50","511.85","511.82","549.00","321.30",16866932,"8,632,877,138.25",186884
"18-Feb-2022","EQ","510.10","520.90","510.10","512.95","515.00","515.30","515.84","549.00","321.30",15111223,"7,794,991,046.45",167187
"17-Feb-2022","EQ","520.00","520.00","511.15","516.70","511.60","512.95","515.23","549.00","321.30",16408356,"8,454,056,421.80",183638
"16-Feb-2022","EQ","526.50","528.00","514.00","524.80","515.00","516.70","519.94","549.00","321.30",19773807,"10,281,277,420.45",223564
"15-Feb-2022","EQ","502.00","526.85","497.10","501.40","524.00","524.80","510.42","549.00","321.30",23842951,"12,170,005,170.25",270915
"14-Feb-2022","EQ","515.00","515.60","499.70","529.60","500.25","501.40","508.66","549.00","321.30",26153332,"13,303,247,218.75",364555
"11-Feb-2022","EQ","536.25","537.70","527.10","540.55","528.25","529.60","532.27","549.00","321.30",14607095,"7,774,921,814.25",177760
"10-Feb-2022","EQ","537.10","543.95","534.40","535.25","540.30","540.55","540.35","549.00","321.30",18659370,"10,082,567,002.45",228387
"09-Feb-2022","EQ","534.95","536.50","527.75","531.35","536.30","535.25","532.72","549.00","321.30",14856155,"7,914,232,904.95",191210
"08-Feb-2022","EQ","535.50","537.65","519.00","533.25","530.40","531.35","528.40","549.00","321.30",26567546,"14,038,348,935.45",305464
"07-Feb-2022","EQ","531.90","549.00","525.25","530.30","533.90","533.25","538.29","549.00","321.30",52289545,"28,146,960,844.85",564783
