"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Apr-2022","EQ","2,636.00","2,665.15","2,622.00","2,634.75","2,661.00","2,655.85","2,641.48","2,751.35","1,876.70",3656408,"9,658,325,026.60",163060
"31-Mar-2022","EQ","2,664.95","2,669.70","2,628.60","2,672.95","2,636.00","2,634.75","2,642.00","2,751.35","1,876.70",6102744,"16,123,465,625.40",249443
"30-Mar-2022","EQ","2,639.90","2,688.00","2,617.10","2,622.55","2,658.70","2,672.95","2,661.36","2,751.35","1,876.70",7297028,"19,420,019,029.30",219316
"29-Mar-2022","EQ","2,638.00","2,638.00","2,607.40","2,621.95","2,618.00","2,622.55","2,623.00","2,751.35","1,876.70",4007695,"10,512,198,455.70",203830
"28-Mar-2022","EQ","2,610.00","2,629.75","2,586.50","2,595.85","2,617.00","2,621.95","2,611.69","2,751.35","1,876.70",4564891,"11,922,093,056.05",183261
"25-Mar-2022","EQ","2,582.50","2,616.00","2,577.00","2,578.65","2,600.90","2,595.85","2,596.66","2,751.35","1,876.70",6563676,"17,043,606,171.05",276908
"24-Mar-2022","EQ","2,510.00","2,584.15","2,510.00","2,539.20","2,572.00","2,578.65","2,557.80","2,751.35","1,876.70",6077153,"15,544,115,850.20",221309
"23-Mar-2022","EQ","2,523.00","2,564.85","2,523.00","2,531.15","2,535.00","2,539.20","2,546.52","2,751.35","1,876.70",7135797,"18,171,479,956.25",235853
"22-Mar-2022","EQ","2,460.10","2,534.95","2,453.60","2,467.40","2,528.00","2,531.15","2,508.41","2,751.35","1,876.70",10410082,"26,112,751,091.55",314410
"21-Mar-2022","EQ","2,444.00","2,484.00","2,439.00","2,481.70","2,463.00","2,467.40","2,465.17","2,751.35","1,876.70",5537752,"13,651,502,305.15",235063
"17-Mar-2022","EQ","2,432.75","2,497.40","2,415.10","2,403.35","2,487.50","2,481.70","2,456.66","2,751.35","1,876.70",9886295,"24,287,296,550.40",274442
"16-Mar-2022","EQ","2,382.00","2,407.90","2,377.10","2,363.45","2,401.50","2,403.35","2,396.17","2,751.35","1,876.70",5145644,"12,329,854,279.30",185464
"15-Mar-2022","EQ","2,427.95","2,427.95","2,340.85","2,418.85","2,362.00","2,363.45","2,386.09","2,751.35","1,876.70",7349740,"17,537,136,611.95",257511
"14-Mar-2022","EQ","2,386.90","2,424.40","2,374.00","2,399.15","2,422.20","2,418.85","2,401.52","2,751.35","1,876.70",3849222,"9,243,998,854.25",160500
"11-Mar-2022","EQ","2,376.05","2,411.00","2,376.05","2,392.25","2,393.15","2,399.15","2,396.11","2,751.35","1,876.70",5656799,"13,554,290,818.70",199494
"10-Mar-2022","EQ","2,400.00","2,405.00","2,360.00","2,354.10","2,387.00","2,392.25","2,386.79","2,751.35","1,876.70",8297995,"19,805,599,252.70",278083
"09-Mar-2022","EQ","2,236.00","2,367.00","2,234.15","2,235.50","2,358.30","2,354.10","2,316.35","2,751.35","1,876.70",9421163,"21,822,706,477.90",325395
"08-Mar-2022","EQ","2,211.50","2,246.00","2,180.00","2,239.55","2,235.05","2,235.50","2,220.15","2,751.35","1,876.70",9825043,"21,813,021,864.70",428117
"07-Mar-2022","EQ","2,278.70","2,312.10","2,222.00","2,325.55","2,240.05","2,239.55","2,256.84","2,751.35","1,876.70",8299295,"18,730,168,161.15",372828
"04-Mar-2022","EQ","2,353.00","2,364.30","2,320.35","2,378.30","2,327.95","2,325.55","2,338.20","2,751.35","1,876.70",4986814,"11,660,149,352.95",219860
"03-Mar-2022","EQ","2,400.00","2,414.85","2,370.05","2,398.55","2,382.00","2,378.30","2,392.27","2,751.35","1,876.70",4701183,"11,246,476,348.75",230143
"02-Mar-2022","EQ","2,334.45","2,401.00","2,329.20","2,359.55","2,399.25","2,398.55","2,376.69","2,751.35","1,876.70",9909226,"23,551,157,613.65",309328
"28-Feb-2022","EQ","2,243.00","2,367.35","2,243.00","2,283.95","2,355.00","2,359.55","2,328.64","2,751.35","1,876.70",9828768,"22,887,683,561.40",240020
"25-Feb-2022","EQ","2,280.10","2,307.95","2,276.25","2,255.75","2,283.00","2,283.95","2,290.84","2,751.35","1,876.70",6724094,"15,403,844,188.65",281047
"24-Feb-2022","EQ","2,305.00","2,339.90","2,243.40","2,374.05","2,250.00","2,255.75","2,291.15","2,751.35","1,876.70",11466725,"26,272,008,237.55",493459
"23-Feb-2022","EQ","2,401.10","2,406.55","2,368.00","2,389.00","2,371.25","2,374.05","2,391.23","2,751.35","1,876.70",3373615,"8,067,102,258.45",195350
"22-Feb-2022","EQ","2,352.90","2,395.90","2,347.15","2,399.90","2,389.75","2,389.00","2,372.16","2,751.35","1,876.70",6227901,"14,773,584,971.00",197401
"21-Feb-2022","EQ","2,412.00","2,437.50","2,384.60","2,424.40","2,399.60","2,399.90","2,409.12","2,751.35","1,876.70",5125968,"12,349,078,484.55",226214
"18-Feb-2022","EQ","2,444.40","2,456.40","2,420.15","2,443.50","2,427.30","2,424.40","2,440.25","2,751.35","1,876.70",3126873,"7,630,367,399.75",158691
"17-Feb-2022","EQ","2,420.10","2,454.90","2,410.00","2,412.95","2,441.00","2,443.50","2,439.61","2,751.35","1,876.70",5931774,"14,471,212,589.25",211881
"16-Feb-2022","EQ","2,430.00","2,433.00","2,395.95","2,417.95","2,407.65","2,412.95","2,417.77","2,751.35","1,876.70",4796294,"11,596,325,561.15",190438
"15-Feb-2022","EQ","2,351.20","2,423.90","2,335.70","2,338.55","2,415.10","2,417.95","2,381.19","2,751.35","1,876.70",5174646,"12,321,814,147.55",261746
"14-Feb-2022","EQ","2,340.25","2,354.95","2,313.00","2,376.40","2,332.00","2,338.55","2,338.11","2,751.35","1,876.70",4947109,"11,566,867,666.20",219862
"11-Feb-2022","EQ","2,373.25","2,384.50","2,344.10","2,381.05","2,372.55","2,376.40","2,367.97","2,751.35","1,876.70",7357863,"17,423,186,717.85",283837
"10-Feb-2022","EQ","2,395.70","2,395.70","2,365.10","2,383.50","2,376.95","2,381.05","2,381.99","2,751.35","1,876.70",5752361,"13,702,086,540.00",210155
"09-Feb-2022","EQ","2,371.15","2,387.20","2,358.00","2,356.05","2,384.00","2,383.50","2,373.06","2,751.35","1,876.70",5300891,"12,579,355,094.55",180905
"08-Feb-2022","EQ","2,330.65","2,360.00","2,310.00","2,317.10","2,357.50","2,356.05","2,338.32","2,751.35","1,876.70",5566080,"13,015,260,812.95",186348
