"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Apr-2022","EQ","2,538.00","2,550.00","2,491.85","2,536.15","2,526.00","2,520.85","2,510.21","2,768.00","1,400.05",1208002,"3,032,332,673.40",72329
"31-Mar-2022","EQ","2,525.25","2,545.40","2,519.95","2,523.15","2,537.70","2,536.15","2,534.20","2,768.00","1,400.05",910316,"2,306,921,193.70",67807
"30-Mar-2022","EQ","2,556.30","2,565.75","2,510.00","2,538.80","2,520.80","2,523.15","2,536.83","2,768.00","1,400.05",866666,"2,198,580,838.30",65448
"29-Mar-2022","EQ","2,550.00","2,559.00","2,525.30","2,535.90","2,541.00","2,538.80","2,541.94","2,768.00","1,400.05",908172,"2,308,519,343.00",53687
"28-Mar-2022","EQ","2,536.50","2,545.55","2,483.00","2,523.90","2,540.00","2,535.90","2,513.34","2,768.00","1,400.05",1316800,"3,309,561,583.50",100692
"25-Mar-2022","EQ","2,631.00","2,634.00","2,518.00","2,618.50","2,530.00","2,523.90","2,542.60","2,768.00","1,400.05",2863040,"7,279,574,267.10",164418
"24-Mar-2022","EQ","2,694.00","2,694.00","2,612.55","2,690.00","2,620.00","2,618.50","2,636.34","2,768.00","1,400.05",1835380,"4,838,693,184.70",105502
"23-Mar-2022","EQ","2,730.00","2,742.95","2,677.85","2,712.75","2,687.00","2,690.00","2,705.70","2,768.00","1,400.05",1281815,"3,468,205,394.05",63838
"22-Mar-2022","EQ","2,716.25","2,718.80","2,646.45","2,707.25","2,713.05","2,712.75","2,686.88","2,768.00","1,400.05",1279904,"3,438,950,759.15",84057
"21-Mar-2022","EQ","2,740.00","2,768.00","2,700.00","2,703.00","2,709.00","2,707.25","2,733.75","2,768.00","1,400.05",1889261,"5,164,768,325.50",100228
"17-Mar-2022","EQ","2,600.10","2,721.65","2,600.10","2,587.30","2,706.00","2,703.00","2,690.83","2,721.65","1,400.05",3336088,"8,976,859,657.80",152009
"16-Mar-2022","EQ","2,577.80","2,593.50","2,566.00","2,556.95","2,587.20","2,587.30","2,582.49","2,687.25","1,400.05",757197,"1,955,453,112.80",48077
"15-Mar-2022","EQ","2,559.00","2,579.00","2,543.20","2,539.00","2,550.80","2,556.95","2,557.78","2,687.25","1,400.05",1571483,"4,019,512,091.25",75290
"14-Mar-2022","EQ","2,490.00","2,545.00","2,475.00","2,493.60","2,544.75","2,539.00","2,511.13","2,687.25","1,400.05",1004492,"2,522,406,872.20",58326
"11-Mar-2022","EQ","2,478.00","2,498.20","2,448.85","2,467.80","2,493.00","2,493.60","2,477.31","2,687.25","1,400.05",812330,"2,012,392,460.85",47673
"10-Mar-2022","EQ","2,498.00","2,504.75","2,444.85","2,433.65","2,463.00","2,467.80","2,473.18","2,687.25","1,400.05",1051744,"2,601,157,222.70",78407
"09-Mar-2022","EQ","2,393.00","2,460.50","2,375.00","2,371.25","2,435.00","2,433.65","2,418.17","2,687.25","1,400.05",1581979,"3,825,495,001.25",84678
"08-Mar-2022","EQ","2,400.00","2,419.50","2,325.60","2,389.70","2,393.00","2,371.25","2,372.80","2,687.25","1,400.05",1467595,"3,482,313,308.85",124369
"07-Mar-2022","EQ","2,414.80","2,419.95","2,330.00","2,441.00","2,390.00","2,389.70","2,378.38","2,687.25","1,400.05",1545686,"3,676,225,559.65",135662
"04-Mar-2022","EQ","2,565.00","2,565.00","2,430.00","2,574.25","2,440.20","2,441.00","2,496.24","2,687.25","1,400.05",2652474,"6,621,203,752.65",125811
"03-Mar-2022","EQ","2,620.00","2,639.80","2,560.00","2,592.65","2,571.70","2,574.25","2,601.27","2,687.25","1,400.05",2153478,"5,601,781,258.65",96827
"02-Mar-2022","EQ","2,550.00","2,604.80","2,524.35","2,546.55","2,590.00","2,592.65","2,579.86","2,687.25","1,400.05",3536974,"9,124,910,711.80",116169
"28-Feb-2022","EQ","2,430.00","2,563.65","2,430.00","2,468.45","2,556.00","2,546.55","2,502.91","2,687.25","1,400.05",2355891,"5,896,590,347.25",102680
"25-Feb-2022","EQ","2,423.50","2,474.00","2,423.50","2,406.60","2,466.00","2,468.45","2,451.90","2,687.25","1,396.00",1284338,"3,149,073,022.30",80706
"24-Feb-2022","EQ","2,402.00","2,466.00","2,395.00","2,495.70","2,405.00","2,406.60","2,419.56","2,687.25","1,396.00",1875086,"4,536,886,733.70",135683
"23-Feb-2022","EQ","2,452.00","2,525.00","2,452.00","2,450.10","2,494.95","2,495.70","2,502.10","2,687.25","1,396.00",2096198,"5,244,902,816.85",104451
"22-Feb-2022","EQ","2,377.00","2,457.00","2,377.00","2,454.35","2,448.00","2,450.10","2,427.48","2,687.25","1,396.00",874150,"2,121,984,736.15",61053
"21-Feb-2022","EQ","2,488.00","2,488.00","2,411.05","2,488.95","2,457.35","2,454.35","2,446.34","2,687.25","1,396.00",788568,"1,929,103,698.20",42345
"18-Feb-2022","EQ","2,479.30","2,499.50","2,460.80","2,493.20","2,491.00","2,488.95","2,486.69","2,687.25","1,396.00",654373,"1,627,221,028.05",43119
"17-Feb-2022","EQ","2,509.50","2,537.50","2,487.00","2,488.05","2,490.95","2,493.20","2,504.29","2,687.25","1,396.00",960885,"2,406,338,121.45",56173
"16-Feb-2022","EQ","2,510.00","2,519.90","2,460.25","2,495.90","2,483.00","2,488.05","2,494.65","2,687.25","1,396.00",1008929,"2,516,925,335.25",72189
"15-Feb-2022","EQ","2,421.95","2,499.80","2,399.00","2,398.00","2,499.60","2,495.90","2,457.59","2,687.25","1,396.00",1293933,"3,179,957,622.45",75877
"14-Feb-2022","EQ","2,380.00","2,423.00","2,351.25","2,442.25","2,396.75","2,398.00","2,402.40","2,687.25","1,396.00",816491,"1,961,536,759.70",59633
"11-Feb-2022","EQ","2,480.00","2,480.00","2,421.25","2,491.85","2,438.65","2,442.25","2,444.04","2,687.25","1,396.00",1030760,"2,519,214,913.20",66364
"10-Feb-2022","EQ","2,499.95","2,503.95","2,465.55","2,484.80","2,485.30","2,491.85","2,487.43","2,687.25","1,396.00",788689,"1,961,807,705.10",57984
